tel,siret,description,website
03 28 40 07 88,SIREN : 434782124,"Les Agences Immobilières du Houtland de Wormhout et 
Steenvoorde vous accompagnent et vous conseillent pour la 
réussite de votre projet immobilier.

Nos Agences Immobilières du Houtland de Wormhout et 
Steenvoorde sont spécialisé…",
02 35 96 57 20,SIREN : 828933796,"Bienvenue sur le site de l'Agence du Mascaret et notre page 
facebook.
Nous vous proposons un large choix de biens  
immobiliers à la vente : appartement, pavillon traditionnel,
maison de caractère, longère normande, chaumière, ma…",
02 97 53 98 11,SIREN : 815064498,"L'AGENCE IMMOBILIERE DURAND bénéficie d'une réussite de plus
 de 35 années à votre service.

Pour vous, vendeurs, nous mettons en place un service 
personnalisé et permanent, de l'estimation de votre bien à 
l'acte notarié. Votre …",
02 35 38 83 18,SIREN : 451956130,"Première agence installée à Notre Dame de Gravenchon, l'Agence Immobilière du Telhuet vous accompagne et vous conseille pour la réussite de votre projet immobilier. Notre agence immobilière est spécialisée en transaction immobiliè…",
04 93 66 48 10,SIREN : 494121932,"Transactions Immobilières sur le secteur de Peymeinade, Le 
Tignet, Speracedes, Cabris, St Cezaire, St Vallier, Grasse 
...

Nous sommes à votre service pour vous conseiller et vous 
accompagner sur la vente ou l’achat de votre bi…",
Le numéro de téléphone n’est pas disponible,SIREN : 892807850,"Service immobilier dans l'Yonne

Nous sommes une agence immobilière familiale proposant tous les services immobilier: transaction, estimation, location, home staging.

Agent immobilier, depuis plus de 15 ans et ancienne assistante…",
Le numéro de téléphone n’est pas disponible,SIREN : 790493118,"Vous souhaitez acheter ou vendre ? Vous recherchez un 
partenaire de qualité ?

Karine Maréchal, diplômée et 20 ans d’expérience dans 
l’immobilier et la finance.

Les services directs qui vous sont offerts :

-         Estimation…",
Le numéro de téléphone n’est pas disponible,SIREN : 908839905,"Spécialiste de l'immobilier sur Dieppe et sa région ainsi que le bord de mer, notre équipe s'oriente vers la vente et la location d'appartements, maisons et locaux commerciaux dans la ville de Dieppe et sa région.
L'achat immobili…",
Le numéro de téléphone n’est pas disponible,SIREN : 891922106,"ACHAT - VENTE - ESTIMATION

Votre agence ERA COTE BLEUE intervient sur les communes de Sausset les Pins, Carry le Rouet, Ensuès le Redonne et le Rove. 
Nous sommes spécialisés dans la transaction immobilière et nous vous accompagn…",
Le numéro de téléphone n’est pas disponible,SIREN : 802647503,"Notre agence immobilière vous propose l'achat ou la vente de
 votre appartement, maison, terrain ou parking à Bayonne, 
Bassussary, Saint Pierre d'Irube, Mouguerre, Villefranque et
 à Lahonce. Venez profiter de tous les outils et …",
Le numéro de téléphone n’est pas disponible,SIREN : 531202778,"Membre du réseau ERA et implantée à Meaux depuis 2011, 
composée d’une équipe de professionnels spécialisés sur le 
marché immobilier de Meaux et les communes limitrophes : 
Quincy –Voisins, Monthyon, Barcy, Villenoy, Crégy les Me…",
03 20 17 53 50,SIREN : 891789133,"ERA agence rue nationale s'appuie sur un savoir faire mondialement reconnu depuis plus de 50 ans, véhiculé par 450 agences en France, pour accompagner au mieux vos projets immobilier au sein le métropole Lilloise. 
Nos Valeurs : L…",
03 72 61 23 90,SIREN : 953623949,"ERA Saintignon est votre agence immobilière de confiance pour toutes vos transactions immobilières. Spécialisée dans la vente, la location, l'estimation et l'investissement immobilier, notre agence se distingue par son engagement …",
05 58 77 52 20,SIREN : 514662048,"Notre agence immobilière à Saint Vincent de Tyrosse se propose de vous aider dans vos démarches d'achat ou vente d'appartements, de maisons, terrains ou parkings. L'agence immobilière ERA TYROSSE est présente depuis plus de quinze…",
05 82 15 01 69,SIREN : 845057207,"Notre Agence ERA , située à Vic-en-Bigorre , se propose de 
vous aider dans votre
démarche d'achat ou de vente d'appartements, de maisons et
de terrains.
C’est pourquoi nous mettons à jour régulièrement notre
portefeuille de biens…",
06 10 49 35 10,SIREN : 903940161,"Estimation et transaction de biens immobiliers (destinés à l'habitation, terrains, maisons, appartements)",
Le numéro de téléphone n’est pas disponible,SIREN : 377575709,"Implantés depuis 1990 sur le secteur Nord de Montpellier, 
nous privilégions la proximité et le suivi du vendeur ainsi 
que celui de l' acheteur, nous vous accompagnerons dans vos 
démarches pour le bon déroulement de la vente de …",
Le numéro de téléphone n’est pas disponible,SIREN : 519487748,"Une équipe de 20 conseillers spécialisés dans les domaines
de la TRANSACTION, LOCATION, ADMINISTRATEUR DE BIEN,
SYNDIC DE COPROPRIETE répartis sur 5 agences :
* LOURDES, 8 avenue Francis Lagardère 05.62.42.05.20
* ARGELES GAZOST, …",
Le numéro de téléphone n’est pas disponible,SIREN : 519487748,"Une équipe de 20 conseillers spécialisés dans les domaines
de la TRANSACTION, LOCATION, ADMINISTRATEUR DE BIEN,
SYNDIC DE CORPROPRIETE répartis sur 4 agences :
* LOURDES, 8 avenue Francis Lagardère 05.62.42.05.20
* TARBES, 6bis av…",
Le numéro de téléphone n’est pas disponible,SIREN : 950976589,"Frison immobilier, votre agence de confiance dans le 74500, Evian les bains et alentours. 
Dans un monde qui évolue, nous avons fait le choix de la transparence pour nos clients, en proposant notamment un mandat de vente à la cart…",
Le numéro de téléphone n’est pas disponible,SIREN : 348853870,"Crée depuis 1989 l’agence est très bien implantée sur Vire 
et dans l’ensemble du bocage Virois. Comptant désormais 7 
personnes à votre service, vous trouverez sérieux, 
compétence, disponibilité auprès du personnel tant en ce…",
Le numéro de téléphone n’est pas disponible,SIREN : 348853870,"L’Agence située au cœur de la magnifique Baie du Mont Saint 
Michel, à proximité d’Avranches et de Granville offre à la 
clientèle de nombreux biens immobiliers. De la propriété 
avec vue de mer à la longère normande située dan…",
02 33 68 83 36,SIREN : 348853870,"Ouverte depuis le 10 Mai 2016 dans la cité du cuivre, Nous vous accueillons dans notre agence au cœur de la ville, emplacement n°1.
Idéalement située, Villedieu les Poêles offre la possibilité de trouver
 des biens à moins de 30km…",
06 92 19 71 93,SIREN : 814933925,"FONCIER PEI, une agence performante, proche de vous et 
proche de chez vous !
Notre objectif est de fournir à nos clients les outils, 
l’expertise et conseils en matière de vente et d’achat 
immobilier.
Notre agence est totalement…",
07 83 80 11 60,SIREN : 830751368,"Présent sur le marché de l'immobilier depuis 2001
Particuliers toutes transactions, maisons, appartements, terrains, immeubles
Investissements locatifs programmes immobiliers neufs
Professionnels, murs commerciaux, fonds de commer…",
06 70 53 42 61,SIREN : 891339657,"Retrouvez les avis clients sur ma page Google et mon travail sur mon site internet et mes réseaux sociaux Facebook et Instagram.

""Spécialiste de l'immobilier Strasbourgeois depuis 2005, mon oeil d'expert s'est au fil des années a…",
04 92 54 22 07,SIREN : 500750575,"Notre agence immobilière est située dans le centre 
historique de Gap, face à la Mairie et vous propose de 
consulter sur ce site, un choix d’annonces de vente de 
maisons, villas, appartements dans le neuf et l’ancien ainsi
 qu’u…",
Le numéro de téléphone n’est pas disponible,SIREN : 753877109,"Immobilier Briançon - Agence immobilière Géraldine Jullien

Géraldine JULLIEN est agent immobilier à Briançon depuis 1993.
Guillaume NUSBAUMER, son frère, l’a rejoint en 2007.

Nous sommes  à votre service pour vous accompagner da…",
Le numéro de téléphone n’est pas disponible,SIREN : 831708920,"Votre Agence Immo-Vert vous accompagne dans vos projets : d'achat, de vente, de location et de mise en gestion.

Nous sommes des professionnels de l'immobilier à l'écoute de nos clients. 

Chaque client bénéficie d'un suivi et d'u…",
Le numéro de téléphone n’est pas disponible,SIREN : 505279232,"GUY HOQUET ANNECY : Vente / Achat / Estimation

Votre agence de proximité, vous assure un service complet et un suivi personnalisé. De l’estimation immobilière à la recherche de votre bien, notre équipe vous accompagne dans toutes…",
Le numéro de téléphone n’est pas disponible,SIREN : 982433278,"Toute l'équipe de Guy Hoquet AYTRÉ - PAYS ROCHELAIS vous accompagne dans tous vos projets immobilier; vente, achat, transaction, location, gestion locative et financement.

Forte d'une équipe dynamique et engagée, notre agence met…",
Le numéro de téléphone n’est pas disponible,SIREN : 429090368,"Venez découvrir tous nos biens immobiliers sur Bourges, 
Saint Doulchard et sa région. Spécialiste en transactions 
immobilières, achats, ventes, locations, de maisons, 
appartements et terrains.

L'agence Guy Hoquet l'Immobilier …",
Le numéro de téléphone n’est pas disponible,SIREN : 480486521,"Véritables professionnels de votre secteur,

Nous vous accompagnons pour tous vos projets de Vente, 
Achat, Location. 

Vendeurs, L'ESTIMATION de votre bien est OFFERTE !


N'hésitez pas à contacter les agences de Breteuil sur Ito…",
02 61 10 03 87,SIREN : 914497375,"Une agence de proximité basée sur la confiance, des professionnels à votre écoute intervenant sur tous secteurs.",
01 60 08 99 99,SIREN : 478772908,"Location - Gestion Locative - Achat - Vente - Locaux 
Commerciaux

De l'appartement coup de cœur à la résidence de grand 
standing avec terrasse ensoleillée, de la maison récente à 
la belle meulière au cœur du centre-ville ou en …",
06 86 45 76 84,SIREN : 538398678,Vous souhaitez vendre au plus vite votre logement actuel ou trouver le bien de vos rêves ? Votre agence immobilière à CLERMONT DE L'OISE met à votre disposition un vaste choix d’annonces immobilières à CLERMONT DE L'OISE et dans l…,
03 80 40 76 76,SIREN : 879393320,"GUY HOQUET DIJON FACULTES

1 Place Roger Salengro

21000 Dijon
dijonfacultes@guyhoquet.com",
02 99 48 04 44,SIREN : 798176244,"Installés à Dol de Bretagne depuis plus de 18 ans, nous faisons partie d'un des plus grands réseaux immobilier de France, reconnus pour notre qualité de service, avec l'envie d'aller toujours plus loin, tant dans nos prestations o…",
Le numéro de téléphone n’est pas disponible,SIREN : 442736252,"Découvrez les nouveaux biens de l'agence Guy Hoquet de La Flotte

Les ventes

Notre agence propose régulièrement de nouveaux biens. Voici les nouveautés du jour : une maison, avec terrasse, récemment mise en vente pour un budget d…",
Le numéro de téléphone n’est pas disponible,SIREN : 904690104,"Votre Partenaire Immobilier de Confiance

Que vous soyez acheteur, vendeur ou bailleur, Guy Hoquet Lambersart est là pour vous accompagner. Nos conseillers experts vous offrent des solutions sur mesure en transaction, gestion et f…",
Le numéro de téléphone n’est pas disponible,SIREN : 985119379,"L’agence immobilière de tous vos projets

A la recherche d’un acquéreur ? Guy Hoquet est là pour vous 
accompagner à chaque étape de la vente de votre bien : 
première estimation en ligne, mise en vente, communication, 
signature.…",
Le numéro de téléphone n’est pas disponible,SIREN : 503053308,"Votre agence GUY HOQUET de Miribel, l'agence spécialiste de la Côtière, vous accompagne tout au long de votre projet immobilier.

Que vous soyez vendeurs ou acheteurs, bailleurs ou locataires, notre équipe de professionnels de l'i…",
Le numéro de téléphone n’est pas disponible,SIREN : 879948495,"Guy Hoquet vous propose un large choix d’annonces immobilières à MORNANT et ses alentours pour vous aider à trouver le bien de vos rêves. Vous vendez, nous vous proposons un service d'estimation gratuite. Vous recherchez un appart…",
Le numéro de téléphone n’est pas disponible,SIREN : 478015225,"Les conseillers Guy Hoquet vont changer la relation que 
vous avez avec l'immobilier en inventant de nouvelles 
garanties.
Pour vous, c'est l'assurance de transactions réussies et 
d'une relation plus simple, plus transparente et …",
05 58 82 58 58,SIREN : 828023937,"Guy Hoquet, agence immobilière PARENTIS EN BORN

Vous avez un projet immobilier ? Vous souhaitez vendre, acheter, louer, investir ou faire gérer un bien ? Pour que cette transaction se déroule dans les meilleures conditions, il vo…",
04 77 55 74 50,SIREN : 879948495,"Guy Hoquet vous propose un large choix d’annonces immobilières à RIVE DE GIER et ses alentours pour vous aider à trouver le bien de vos rêves. Vous vendez, nous vous proposons un service d'estimation gratuite. Vous recherchez un a…",
01 86 01 18 80,SIREN : 930896394,"Vous avez un projet immobilier ? Vous souhaitez vendre, acheter, louer, investir ou faire gérer un bien ? Pour que cette transaction se déroule dans les meilleures conditions, il vous faut choisir l’agence immobilière qui saura vo…",
05 54 55 82 00,SIREN : 983129222,"Guy Hoquet, agence immobilière ILE DE RÉ SAINTE MARIE EN RÉ

Un projet immobilier s'associe souvent à un projet de vie ou le choix d'un partenaire est essentiel. Vous désirez acheter, vendre ou faire estimer gratuitement votre bie…",
